Date,Police_ref,Easting,Northing,Veh_ref,Cas_ref,Severity,Road_cond,Visibility,Casualties,Pedestrian,Cycles,P2W,OAPs,Children,Manoeuvre,Time,Vehicles,Roadclass1,Roadnum1,Road_Type,Speed_Lim,Junct_det,Junct_ctrl,Roadclass2,Roadnum2,Cross_ctrl,Cross_fac,Weather,SpCond,Carr_haz,Day,DfTSp,Location,Local_Auth,ReportedAt,Parish
20171011,17239452,545177,311001,,,2. Serious,1. Dry,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,18:40,1,3. A,1101,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,,SUTTON ROAD A1101 NEAR JN WITH GLENDON GARDENS,E07000010,1. Yes,138
20171011,17241386,544967,315845,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,0,0. No turn,08:53,2,3. A,1101,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,,SUTTON ROAD A1101,E07000010,1. Yes,163
20171011,17229190,537720,269752,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,1,0. No turn,19:00,2,5. C,191,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,,LONGSTANTON ROAD,E07000012,2. No - accident was reported 'over the counter',175
20171012,17231259,518910,276990,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,16:35,2,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,,A14 NEAR JN WITH A(M)1,E07000011,1. Yes,5
20171012,17232283,549570,265780,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,08:41,2,5. C,211,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,5. Thursday,,HIGH STREET,E07000012,2. No - accident was reported 'over the counter',236
20171012,17235222,547585,249493,,,2. Serious,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,07:35,2,3. A,1301,3. Dual carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,,MILL LANE A1301 AT JN WITH MILL LANE,E07000012,1. Yes,190
20171012,17238727,541920,308007,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,07:54,1,5. C,312,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,,OUTSIDE POST OFFICE HIGH ROAD,E07000010,1. Yes,254
20171012,17239979,548599,249520,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,07:15,2,5. C,249,1. Roundabout,20,2. Mini roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,,HIGH STREET,E07000012,2. No - accident was reported 'over the counter',190
20171012,17254398,544947,256029,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,07:43,2,3. A,1309,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,,TRUMPINGTON ROAD A1134 AT JN WITH PORSON ROAD,E07000008,2. No - accident was reported 'over the counter',37
20171012,17240273,542490,259409,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,16:35,2,6. Unclassified,,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,,0. None,5. Thursday,,MADINGLEY ROAD PARK AND RIDE,E07000008,1. Yes,37
20171013,17233402,547645,257990,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,17:00,2,6. Unclassified,0,2. One way street,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,9. Unknown,0. None,0. None,6. Friday,,COLDHAMS LANE ROAD NEAR JN WITH BROOKS ROAD,E07000008,2. No - accident was reported 'over the counter',37
20171013,17229588,534559,287144,,,1. Fatal,1. Dry,1. Daylight,3,0,0,0,0,0,0. No turn,07:00,1,6. Unclassified,,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,PUDDOCK ROAD NEAR JN WITH FORTY FOOT BANK,E07000011,1. Yes,0
20171013,17232194,539399,285988,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,2,0,0,0,0,0,2. Right turn,23:01,2,5. C,332,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,334,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,6. Friday,,OUTSIDE NUMBER 5 MARKET HILL B1098,E07000010,1. Yes,43
20171014,17231372,540248,297604,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,0,0,0,0,0. No turn,02:45,2,3. A,141,1. Roundabout,40,1. Roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,,A141 NEAR JN WITH WISBECH ROAD,E07000010,1. Yes,154
20171014,17232096,518863,277041,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,4,0,0,0,0,0,0. No turn,02:50,1,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,,A(M)1,E07000011,1. Yes,5
20171014,17232630,553832,280338,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,10:25,2,5. C,315,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,1411,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,2. Other object in carriageway,7. Saturday,,ST MARYS STREET AT JN WITH DOWNHAM ROAD,E07000009,1. Yes,73
20171014,17230996,541695,296616,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,0. No turn,11:54,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,4. B,1101,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,7. Saturday,,MARKET PLACE AT JN WITH HIGH STREET,E07000010,1. Yes,154
20171015,17232525,544130,265056,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,2. Right turn,15:45,2,4. B,1049,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,OUTSIDE 166 COTTENHAM ROAD,E07000012,2. No - accident was reported 'over the counter',120
20171016,17233024,544945,260808,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,2. Right turn,18:00,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,4. Fine with high winds,0. None,0. None,2. Monday,,OUTSIDE 28 VERULAM WAY,E07000008,2. No - accident was reported 'over the counter',37
20171016,17247916,523671,251266,,,3. Slight,1. Dry,1. Daylight,3,1,0,0,0,0,2. Right turn,09:37,3,6. Unclassified,0,6. Single carriageway,40,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,POTTON ROAD AT JN WITH ENTRANCE TO JOHN NEWMAN,E07000012,1. Yes,87
20171017,17236572,519155,271980,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,06:48,4,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,,BRAMPTON HUT A14,E07000011,1. Yes,26
20171017,17283093,545338,254107,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,1,0,0. No turn,17:24,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,,LAPWING AVENUE,E07000008,1. Yes,37
20171018,17234169,544968,303387,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,0. No turn,09:45,1,4. B,1101,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,4. Wednesday,,MARCH ROAD B1101 NEAR JN WITH COLDHAM HALL CHASE,E07000010,1. Yes,69
20171018,17235553,546797,255283,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,0,0. No turn,19:05,2,3. A,1134,1. Roundabout,30,1. Roundabout,4. Give way or Uncontrolled,6. Unclassified,0,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,4. Wednesday,,MAIN DRIVE AT JN WITH ADDENBROOKES,E07000008,2. No - accident was reported 'over the counter',37
20171018,17247162,534969,242868,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,13:53,3,3. A,1198,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,4. Wednesday,,OLD NORTH ROAD A1198 NEAR JN WITH HIGHFIELD FARM,E07000012,1. Yes,19
20171018,17234119,554201,280404,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,0. No turn,17:10,1,5. C,139,2. One way street,30,3. T & Stag Jct,4. Give way or Uncontrolled,5. C,138,0. None,0. None within 50m,8. Other,0. None,0. None,4. Wednesday,,NEWNAM STREET AT JN WITH MARKET STREET,E07000009,1. Yes,73
20171019,17233613,545068,256360,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,1,0,0,1,2. Right turn,07:55,2,3. A,1309,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,2. Raining without high winds,0. None,0. None,5. Thursday,,BENTLEY ROAD AT JN WITH TRUMPINGTON ROAD,E07000008,1. Yes,37
20171019,17234531,509432,277096,,,3. Slight,2. Wet/Damp,6. Darkness: no street lighting,1,0,0,0,1,0,0. No turn,01:07,1,4. B,660,6. Single carriageway,50,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,7. Fog or mist,0. None,0. None,5. Thursday,,B660 AT JN WITH BRINGTON ROAD,E07000011,1. Yes,170
20171019,17235228,546998,256523,,,2. Serious,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,0. No turn,16:03,1,6. Unclassified,0,6. Single carriageway,20,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,5. Raining with high winds,0. None,0. None,5. Thursday,,261 CHERRY HINTON ROAD,E07000008,1. Yes,37
20171020,17234049,522614,272003,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,0,0,0. No turn,11:00,1,6. Unclassified,,7. Slip road,20,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,,0. None,6. Friday,,HINCHINGBROOKE HOSPITAL,E07000011,2. No - accident was reported 'over the counter',126
20171021,17235169,525399,275027,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,0,0,0. No turn,08:35,1,5. C,112,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,4. Fine with high winds,0. None,0. None,7. Saturday,,KINGS RIPTON ROAD,E07000011,1. Yes,271
20171021,17235525,541739,292233,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,1,0. No turn,17:00,1,3. A,141,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,,LOG STATES NORTHBOUND ISLE OF ELY WAY A141,E07000010,1. Yes,250
20171021,17234619,545698,258108,,,2. Serious,1. Dry,1. Daylight,1,1,0,0,0,1,0. No turn,09:30,1,3. A,603,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,"4. Pelican, puffin, toucan etc.",4. Fine with high winds,0. None,0. None,7. Saturday,,OUTSIDE PARKSIDE SWIMMING POOL GONVILLE PLACE A603,E07000008,1. Yes,37
20171022,17237696,507711,299108,,,2. Serious,1. Dry,6. Darkness: no street lighting,3,0,0,0,0,0,0. No turn,18:35,4,3. A,1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,GREAT NORTH ROAD A1 NEAR JN WITH A6118,E07000011,1. Yes,195
20171022,17240968,552715,284112,,,3. Slight,2. Wet/Damp,1. Daylight,1,0,0,0,1,0,2. Right turn,09:50,2,4. B,1411,6. Single carriageway,30,6. Crossroads,4. Give way or Uncontrolled,5. C,129,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,B1411 AT JN WITH LAWN LANE,E07000009,1. Yes,62
20171022,17274377,540014,306161,,,2. Serious,2. Wet/Damp,1. Daylight,2,0,0,0,0,0,0. No turn,14:30,1,5. C,312,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,HIGH ROAD NEAR BLACK DROVE,E07000010,1. Yes,254
20171023,17235226,520975,270955,,,3. Slight,1. Dry,1. Daylight,1,1,0,0,1,0,0. No turn,14:50,1,5. C,167,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,HIGH ST,E07000011,2. No - accident was reported 'over the counter',26
20171023,17235722,542992,259132,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,07:01,2,6. Unclassified,0,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,JJ THOMPSON AVENUE AT JN WITH WHITTLE LABORATORY ROAD,E07000008,1. Yes,37
20171023,17238276,522205,290154,,,3. Slight,2. Wet/Damp,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,19:42,1,6. Unclassified,0,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,7. Mud,0. None,2. Monday,,"NEW LONG DROVE AT JN WITH UNNAMED, 650M EAST OF BLACK HAM DROVE",E07000011,1. Yes,121
20171023,17259030,514192,294115,,,2. Serious,1. Dry,1. Daylight,3,0,0,0,1,1,0. No turn,13:45,2,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,JUNCTION 17 SOUTH BOUND CARRIAGEWAY A(M)1,E07000011,1. Yes,7
20171024,17255862,538795,301460,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,08:50,1,3. A,605,6. Single carriageway,50,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,,GOOSETREE ROAD A605 NEAR JN WITH MARCH ROAD,E07000010,1. Yes,69
20171024,17235516,533135,255736,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,10:27,1,4. B,1046,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,3. Tuesday,,TOFT ROAD BOURN,E07000012,2. No - accident was reported 'over the counter',24
20171025,17236368,533373,248365,,,3. Slight,1. Dry,1. Daylight,2,0,0,1,0,1,2. Right turn,15:55,2,6. Unclassified,0,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,3. A,1198,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,,FLECKS LANE AT JN WITH ERMINE WAY A1198,E07000012,1. Yes,193
20171025,17263581,519708,260588,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,2,0,0. No turn,14:40,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,,STATION ROAD NEAR JN WITH CAMBRIDGE ROAD,E07000011,1. Yes,189
20171025,17235501,524298,272337,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,18:55,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,4. Wednesday,,NEAR NUMBER 1 AMERICAN LANE,E07000011,1. Yes,126
20171026,17236293,545134,257651,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,10:50,2,3. A,1309,1. Roundabout,30,2. Mini roundabout,4. Give way or Uncontrolled,3. A,603,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,5. Thursday,,ON THE MINI ROUNDABOUT TRUMPINGTON ROAD A1134 AT JN WITH LENSFIELD ROAD A603,E07000008,2. No - accident was reported 'over the counter',37
20171026,17238683,545750,258782,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,09:24,2,5. C,291,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,1. Zebra crossing,1. Fine without high winds,0. None,0. None,5. Thursday,,MAIDS CAUSEWAY AT JN WITH FITZROY LANE,E07000008,1. Yes,37
20171026,17239946,544380,258968,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,2. Right turn,08:40,2,3. A,1303,1. Roundabout,30,2. Mini roundabout,4. Give way or Uncontrolled,3. A,1134,0. None,8. Central reservation,1. Fine without high winds,0. None,0. None,5. Thursday,,MADINGLEY ROAD A1303 AT JN WITH QUEENS ROAD A1134,E07000008,1. Yes,37
20171026,17235751,519039,267374,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,1,0,0. No turn,08:24,3,3. A,1,1. Roundabout,50,1. Roundabout,4. Give way or Uncontrolled,5. C,173,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,5. Thursday,,SB GREAT NORTH ROAD A1 AT JN WITH HIGH STREET,E07000011,1. Yes,30
20171027,17235449,533344,243976,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,14:00,2,5. C,271,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,HIGH STREET,E07000012,2. No - accident was reported 'over the counter',19
20171027,17235507,532234,271661,,,3. Slight,1. Dry,7. Darkness: street lighting unknown,1,1,0,0,0,0,0. No turn,19:30,1,3. A,1096,6. Single carriageway,40,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,HARRISON WAY A1096,E07000011,1. Yes,186
20171027,17235543,517696,261898,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,0,0,0. No turn,16:45,2,6. Unclassified,0,7. Slip road,60,5. Slip Road,4. Give way or Uncontrolled,2. A(M),1,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,SOUTHBOOUND GREAT NORTH ROAD AT JN WITH GREAT NORTH ROAD A(M)1,E07000011,1. Yes,144
20171027,17235653,516567,268231,,,3. Slight,1. Dry,1. Daylight,1,0,0,0,1,0,2. Right turn,15:50,2,5. C,166,6. Single carriageway,60,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,BUCKDEN ROAD AT JN WITH MARLOW PARK CAR PARK,E07000011,1. Yes,91
20171027,17235723,546263,256338,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,1. Left turn,08:45,2,3. A,1307,6. Single carriageway,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,6. Friday,,HILLS ROAD A1307 NEAR JN WITH HARTINGTON GROVE,E07000008,2. No - accident was reported 'over the counter',37
20171027,17235750,545442,258741,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,11:45,2,6. Unclassified,0,1. Roundabout,30,1. Roundabout,1. Authorised person,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,6. Friday,,SHORT STREET AT JN WITH VICTORIA AVENUE,E07000008,2. No - accident was reported 'over the counter',37
20171027,17238063,522063,272989,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,2,0,0,0,0,0,0. No turn,18:52,2,3. A,14,7. Slip road,70,5. Slip Road,4. Give way or Uncontrolled,3. A,141,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,JUNCTION 23 WESTBOUND OFF SLIP A14 AT JN WITH A141,E07000011,1. Yes,126
20171027,17239026,532070,252706,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,1,1,0. No turn,12:56,3,3. A,1198,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,ERMINE WAY A1198,E07000012,1. Yes,8
20171027,17245944,523790,260174,,,2. Serious,1. Dry,1. Daylight,6,0,0,0,1,0,0. No turn,16:24,3,3. A,428,6. Single carriageway,60,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,6. Friday,,CAMBRIDGE ROAD A428,E07000011,1. Yes,1
20171028,17241349,523614,271903,,,3. Slight,1. Dry,1. Daylight,2,0,0,0,0,2,0. No turn,13:15,3,4. B,1514,2. One way street,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,,ST JOHNS STREET B1514 NEAR JN WITH GEORGE STREET,E07000011,1. Yes,126
20171028,17239491,557078,255979,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,0,0,0. No turn,02:00,1,3. A,11,3. Dual carriageway,70,5. Slip Road,4. Give way or Uncontrolled,3. A,1304,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,7. Saturday,,NEWMARKET BYPASS A11 AT JN WITH LONDON ROAD A1304,E07000012,1. Yes,101
20171029,17237402,518573,278261,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,1,0,0. No turn,15:50,4,2. A(M),1,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,2091B SOUTHBOUND A(M)1 NEAR JN WITH ALCONBURY A14,E07000011,1. Yes,6
20171029,17238896,545275,258162,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,00:54,1,5. C,295,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,OUTSIDE SAINSBURYS LOCAL ST ANDREWS STREET NEAR JN WITH PARK TERRACE,E07000008,1. Yes,37
20171029,17240478,543876,246354,,,3. Slight,1. Dry,1. Daylight,1,0,0,1,0,0,0. No turn,12:45,1,5. C,264,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,24A MIDDLE STREET,E07000012,1. Yes,223
20171029,17238532,551914,275869,,,3. Slight,1. Dry,6. Darkness: no street lighting,1,0,0,0,1,0,2. Right turn,17:51,2,3. A,10,6. Single carriageway,60,8. Pri Drive,4. Give way or Uncontrolled,6. Unclassified,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,"ELY ROAD, LITTLE THETFORD A10 NEAR JN WITH BROAD BAULK ROAD",E07000009,2. No - accident was reported 'over the counter',0
20171029,17235938,547617,245871,,,3. Slight,1. Dry,1. Daylight,4,0,0,0,0,1,0. No turn,12:30,1,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,1. Sunday,,21 HUNTS ROAD,E07000012,1. Yes,65
20171030,17236254,524664,272891,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,1,0. No turn,08:13,2,6. Unclassified,0,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,2. Other object in carriageway,2. Monday,,THE WHADDONS,E07000011,1. Yes,126
20171030,17236455,545490,257807,,,3. Slight,1. Dry,1. Daylight,1,0,1,0,0,0,0. No turn,15:40,2,5. C,295,6. Single carriageway,30,6. Crossroads,2. Automatic traffic signal,3. A,603,0. None,5. Ped. phase at traffic signal junction,1. Fine without high winds,0. None,0. None,2. Monday,,"TRAFFIC LIGHTS, REGENT STREET AT JN WITH A603",E07000008,2. No - accident was reported 'over the counter',37
20171030,17237479,540895,255879,,,2. Serious,1. Dry,4. Darkness: street lights present and lit,1,1,0,0,0,0,0. No turn,19:22,1,4. B,1046,6. Single carriageway,30,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,OUTSIDE 39 NEW ROAD B1046,E07000012,1. Yes,18
20171030,17238985,531726,259391,,,3. Slight,1. Dry,4. Darkness: street lights present and lit,1,0,1,0,0,1,0. No turn,17:30,2,6. Unclassified,0,6. Single carriageway,40,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,SCHOOL LANE,E07000012,2. No - accident was reported 'over the counter',266
20171030,17240835,543032,261521,,,3. Slight,1. Dry,1. Daylight,3,0,0,0,0,0,0. No turn,07:05,3,3. A,14,3. Dual carriageway,70,0. Not within 20m of junction,. Not applicable,. Not applicable,,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,JUNCTION 32-31 A14,E07000012,1. Yes,88
20171030,17277840,554043,280451,,,2. Serious,1. Dry,1. Daylight,1,0,1,0,1,0,2. Right turn,10:40,2,5. C,315,2. One way street,30,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,0. None within 50m,1. Fine without high winds,0. None,0. None,2. Monday,,LYNN ROAD AT JN WITH MARKET STREET,E07000009,1. Yes,73
20171030,17234698,530838,270345,,,2. Serious,2. Wet/Damp,7. Darkness: street lighting unknown,1,1,0,1,0,0,0. No turn,18:30,1,3. A,1096,6. Single carriageway,40,3. T & Stag Jct,4. Give way or Uncontrolled,6. Unclassified,0,0. None,"4. Pelican, puffin, toucan etc.",1. Fine without high winds,0. None,0. None,2. Monday,,LONDON RD A1096 NEAR JN WITH LIMES PARK ROAD,E07000011,2. No - accident was reported 'over the counter',81
